date,t_years,gold,silver,gas,oil,commodity_topics,label,IN,price_gold,price_silver,price_oil,price_gas,log_price_gold,dev_gold,log_price_silver,dev_silver,log_price_oil,dev_oil,log_price_gas,dev_gas,obs_id
1980-09-26,11.115079365079366,1,1,1,0,"gas,gold,silver",1,1,109.45694171531729,1.6785174166891876,,2.6382302192648326,4.695531245578668,0.0,0.5179109137256067,0.0,,,0.9701083208681917,0.0,939
1980-10-01,11.126984126984127,1,1,1,1,"gas,gold,oil,silver",1,1,108.9871555706173,1.68702540532142,29.82,2.410941728314429,4.6912300364839306,0.0,0.5229668629177889,0.0,3.3951793093365925,0.0,0.8800174298129828,0.0,940
1980-10-07,11.142857142857142,1,1,1,1,"gas,gold,oil,silver",1,1,106.78381301829393,1.610880432600696,29.187,2.2318179422639,4.670806351540066,0.0,0.476780882074023,0.0,3.3737234046614004,0.0,0.8028164741062226,0.0,941
1980-10-08,11.146825396825397,1,1,1,1,"gas,gold,oil,silver",1,1,106.8215117281694,1.6310733548536218,30.5884,2.219667081274168,4.671159326919417,0.0,0.4892382980129356,0.0,3.4206208521201447,0.0,0.7973572212485402,0.0,942
1980-10-17,11.174603174603174,1,1,0,1,"gold,oil,silver",1,1,99.5897944496054,1.4404787090286355,30.3337,,4.601059693975211,0.0,0.3649754951684724,0.0,3.41225930568777,0.0,,,943
1980-10-22,11.186507936507937,1,1,1,1,"gas,gold,oil,silver",1,1,101.12078050055696,1.5097409620760447,31.3272,2.1305754776572026,4.6163156489264825,0.0,0.4119380878167312,0.0,3.444486729760553,0.0,0.7563921205338695,0.0,944
1980-10-24,11.194444444444445,0,1,0,1,"oil,silver",1,1,,1.5232855316534308,37.2296,,,,0.42086953608707256,0.0,3.6171041438032714,0.0,,,945
1980-10-27,11.198412698412698,1,1,1,1,"gas,gold,oil,silver",1,1,101.38209661609872,1.4890634625090726,38.5847,2.203478542584298,4.61889651359677,0.0,0.3981473736862216,0.0,3.652855824837226,0.0,0.7900372673737973,0.0,946
1980-10-28,11.202380952380953,1,1,1,1,"gas,gold,oil,silver",1,1,102.37626532163324,1.5045281891156648,38.8953,2.260232848242661,4.628654901770926,0.0,0.4084793534466102,0.0,3.6608734207026514,0.0,0.815467838172816,0.0,947
1980-10-30,11.21031746031746,1,0,1,0,"gas,gold",1,1,102.59737020290083,,,2.305394540050454,4.630812300857501,0.0,,,,,0.8352518288512921,0.0,948
1980-11-06,11.23015873015873,1,1,1,0,"gas,gold,silver",1,1,108.1778736346638,1.695876514426249,,2.0766240903070705,4.6837768504418555,0.0,0.5281997248287593,0.0,,,0.7307435416612402,0.0,949
1980-11-12,11.246031746031745,1,1,1,1,"gas,gold,oil,silver",1,1,111.77136911693736,1.8043585540865044,36.1419,2.0877323350200543,4.716455437735911,0.0,0.5902051569281314,0.0,3.5874528571081084,0.0,0.7360784697628866,0.0,950
1980-11-13,11.25,1,1,1,0,"gas,gold,silver",1,1,113.32461243585358,1.851507521566076,,2.0956363915118468,4.730256376885954,0.0,0.616000183780819,0.0,,,0.7398572740777287,0.0,951
1980-11-14,11.253968253968255,1,1,0,0,"gold,silver",1,1,112.56189771999236,1.841852390428934,,,4.723503272294363,0.0,0.6107717991329171,0.0,,,,,952
1980-11-18,11.261904761904763,1,0,1,0,"gas,gold",1,1,112.94072068184708,,,2.0047626657023496,4.726863085327989,0.0,,,,,0.6955256825313334,0.0,953
1980-11-19,11.265873015873016,1,1,0,0,"gold,silver",1,1,112.27987577596537,1.819283790245524,,,4.720994645115846,0.0,0.5984429017955453,0.0,,,,,954
1980-11-21,11.273809523809524,1,1,1,1,"gas,gold,oil,silver",1,1,114.8387273125678,1.937111069058988,37.6286,1.933440694062994,4.743528772925413,0.0,0.6611977235444858,0.0,3.627764399555022,0.0,0.6593011587543457,0.0,955
1980-12-09,11.321428571428571,1,1,1,1,"gas,gold,oil,silver",1,1,116.74602319127553,1.8983195197464136,35.6601,2.114512414153824,4.760000833367369,0.0,0.6409690315125922,0.0,3.5740324166935413,0.0,0.7488242488773831,0.0,956
1980-12-12,11.333333333333334,1,1,1,1,"gas,gold,oil,silver",1,1,121.2963412777175,2.0741543523968344,36.7206,2.113118200598745,4.798236652904152,0.0,0.7295535296016793,0.0,3.6033379054880763,0.0,0.7481646767753369,0.0,957
1980-12-15,11.337301587301587,1,1,0,1,"gold,oil,silver",1,1,120.44061342573217,2.063157023607321,37.5062,,4.791156796806575,0.0,0.7242373453987417,0.0,3.6245062526436493,0.0,,,958
1980-12-16,11.341269841269842,1,1,1,1,"gas,gold,oil,silver",1,1,119.93555213847958,2.022585243251519,37.9245,2.169432965226794,4.786954532998036,0.0,0.7043765165290885,0.0,3.6355973412320646,0.0,0.7744658270588166,0.0,959
1980-12-18,11.34920634920635,1,1,1,0,"gas,gold,silver",1,1,117.83430118682422,2.016632938293057,,2.2631357008163704,4.769279410384354,0.0,0.701429258421419,0.0,,,0.8167513298630144,0.0,960
1980-12-23,11.36111111111111,1,1,1,0,"gas,gold,silver",1,1,115.4691782112686,1.9224820872482524,,2.196367302439089,4.749003639035942,0.0,0.653617104928118,0.0,,,0.7868047694237206,0.0,961
1980-12-24,11.365079365079366,1,1,0,1,"gold,oil,silver",1,1,114.64937851768012,1.9078371543737187,37.522,,4.741878588597378,0.0,0.6459702205229391,0.0,3.624927427621419,0.0,,,962
1980-12-29,11.376984126984127,1,1,1,1,"gas,gold,oil,silver",1,1,119.22643200557349,2.0250362672038302,37.779,2.282006081568667,4.781024475062658,0.0,0.7055876101284116,0.0,3.6317533926918193,0.0,0.825054916453277,0.0,963
1980-12-30,11.380952380952381,1,1,1,0,"gas,gold,silver",1,1,119.2724876677646,1.981720983220543,,2.286832524440649,4.781410687820575,0.0,0.6839656506299732,0.0,,,0.8271676829935454,0.0,964
1980-12-31,11.384920634920634,1,1,1,1,"gas,gold,oil,silver",1,1,118.95920753629362,2.0072574943307555,35.1088,2.400096429783116,4.778780640531641,0.0,0.6967693597066519,0.0,3.5584518112994683,0.0,0.8755089156230409,0.0,965
1981-01-01,11.38888888888889,1,1,0,0,"gold,silver",1,1,119.39685222174631,2.041609012855228,,,4.782452837309027,0.0,0.7137382287624431,0.0,,,,,966
1981-01-14,11.424603174603174,1,1,1,1,"gas,gold,oil,silver",1,1,114.7342387980554,1.9398897712830427,32.655,2.163132380354306,4.74261848698454,0.0,0.6626311525347138,0.0,3.4859979833546206,0.0,0.7715573472961583,0.0,967
1981-01-15,11.428571428571429,1,1,1,1,"gas,gold,oil,silver",1,1,113.62319103749272,1.9068392873199729,33.1651,2.082661308564902,4.732887631908801,0.0,0.6454470479332013,0.0,3.5014981181998692,0.0,0.7336465511538508,0.0,968
1981-01-16,11.432539682539682,1,1,1,1,"gas,gold,oil,silver",1,1,113.16764220364924,1.8842343760780709,32.5383,2.085268783391077,4.7288702786497385,0.0,0.6335215718551718,0.0,3.482417857033411,0.0,0.7348977598396103,0.0,969
1981-01-19,11.436507936507937,1,1,1,1,"gas,gold,oil,silver",1,1,112.02930151019255,1.822866724782596,33.4768,2.618113359597739,4.718760457705105,0.0,0.6004103853896915,0.0,3.5108526616028497,0.0,0.9624539666258175,0.0,970
1981-01-22,11.448412698412698,1,1,1,1,"gas,gold,oil,silver",1,1,114.34501422538088,1.9360803108731088,34.6918,2.710210381231556,4.739220318515885,0.0,0.6606654708829965,0.0,3.54650334778772,0.0,0.9970262633292031,0.0,971
1981-01-30,11.472222222222221,1,1,1,1,"gas,gold,oil,silver",1,1,115.85422410948657,1.920625378618949,32.4965,2.360415421967898,4.75233271209961,0.0,0.652650851035791,0.0,3.4811323912287664,0.0,0.8588376298042988,0.0,972
1981-02-02,11.476190476190476,0,1,0,1,"oil,silver",1,1,,1.926258822798386,32.6663,,,,0.6555796879393684,0.0,3.486343965449671,0.0,,,973
1981-02-03,11.48015873015873,1,1,1,1,"gas,gold,oil,silver",1,1,116.56309390303346,1.911501140714639,33.261,2.198584296342744,4.758432704971822,0.0,0.6478888709182847,0.0,3.5043855394583243,0.0,0.78781365156582,0.0,974
1981-02-11,11.503968253968255,1,1,0,0,"gold,silver",1,1,113.64431806784424,1.8099495940254435,,,4.73307355404519,0.0,0.5932989962852274,0.0,,,,,975
1981-02-12,11.507936507936508,1,0,0,1,"gold,oil",1,1,112.9601734830308,,32.6707,,4.727035309535456,0.0,,,3.4864786517684996,0.0,,,976
1981-02-13,11.511904761904763,1,1,0,0,"gold,silver",1,1,112.3408707926887,1.7608257827702738,,,4.7215377384779185,0.0,0.5657828937684564,0.0,,,,,977
1981-02-16,11.515873015873016,1,1,1,1,"gas,gold,oil,silver",1,1,114.27016660911929,1.806598101386562,33.1989,2.2360561918765582,4.738565527187832,0.0,0.5914455748012272,0.0,3.502516742843428,0.0,0.8047136855122194,0.0,978
1981-02-17,11.51984126984127,1,1,1,1,"gas,gold,oil,silver",1,1,113.94680344304945,1.7945262727904097,33.3571,2.3311536494654352,4.73573170302134,0.0,0.5847410722285871,0.0,3.5072706432562395,0.0,0.8463632735678641,0.0,979
1981-02-18,11.523809523809524,1,1,1,1,"gas,gold,oil,silver",1,1,113.76124268512028,1.8162311695464324,33.155,2.389640245365087,4.734101889739292,0.0,0.5967635680833973,0.0,3.501193534820831,0.0,0.8711428296615553,0.0,980
1981-02-19,11.527777777777779,0,1,0,1,"oil,silver",1,1,,1.852015041274176,32.6313,,,,0.6162742578293313,0.0,3.4852719504490626,0.0,,,981
1981-03-10,11.579365079365079,1,1,1,1,"gas,gold,oil,silver",1,1,116.6385462118614,1.881976093807288,25.8977,2.726789312026147,4.759079804292596,0.0,0.6323223385359041,0.0,3.254154161673461,0.0,1.0031248408956674,0.0,982
1981-03-12,11.587301587301587,1,0,0,0,gold,1,1,117.83500442884656,,,,4.769285378425211,0.0,,,,,,,983
1981-03-13,11.591269841269842,1,1,1,1,"gas,gold,oil,silver",1,1,119.77253833011588,1.9647980706094088,26.2681,2.8223370887646944,4.785594430106434,0.0,0.6753894769920938,0.0,3.2683552752348346,0.0,1.0375652966034143,0.0,984
1981-03-16,11.595238095238095,1,1,0,1,"gold,oil,silver",1,1,119.89708618532372,1.9578327958121675,26.3086,,4.7866337596975,0.0,0.6718381450646654,0.0,3.2698958819298327,0.0,,,985
1981-03-18,11.603174603174603,1,1,1,1,"gas,gold,oil,silver",1,1,118.34006966592888,1.904356069992433,26.1363,2.8743971054779327,4.7735624259413685,0.0,0.6441439304353409,0.0,3.263325152653462,0.0,1.055842949816224,0.0,986
1981-03-23,11.615079365079366,1,1,0,1,"gold,oil,silver",1,1,119.96050143946545,1.9683948663996689,26.295,,4.787162533927636,0.0,0.6772184219996142,0.0,3.2693788070413077,0.0,,,987
1981-03-24,11.619047619047619,1,1,0,1,"gold,oil,silver",1,1,120.00208878040208,1.9793537472011136,27.1622,,4.787509149133905,0.0,0.6827704011270682,0.0,3.3018263008828073,0.0,,,988
1981-03-27,11.630952380952381,0,1,0,0,silver,1,1,,1.9639764004323697,,,,,0.674971193786949,0.0,,,,,989
1981-04-07,11.658730158730158,1,0,1,0,"gas,gold",1,1,121.86010012498664,,,2.7919771319421387,4.8028736664594875,0.0,,,,,1.0267499943014466,0.0,990
1981-04-15,11.682539682539682,1,1,1,1,"gas,gold,oil,silver",1,1,123.437230202136,2.128951657182884,27.8049,3.2014939862718235,4.815732769388838,0.0,0.7556296788347899,0.0,3.325212264157606,0.0,1.163617571565405,0.0,991
1981-04-27,11.714285714285714,1,1,1,1,"gas,gold,oil,silver",1,1,120.03958497509606,2.0041092982050226,26.2745,3.004927966936899,4.787821563177786,0.0,0.6951997217578317,0.0,3.2685988870862333,0.0,1.1002535966306086,0.0,992
1981-04-28,11.718253968253968,1,1,0,0,"gold,silver",1,1,120.97398871516596,1.9601036528206468,,,4.795575553191381,0.0,0.6729973559362783,0.0,,,,,993
1981-04-29,11.722222222222221,1,1,1,1,"gas,gold,oil,silver",1,1,119.86209319812058,1.9279579343757915,26.3061,3.0211514462416607,4.786341858569529,0.0,0.6564613776805143,0.0,3.2698008514534878,0.0,1.105638032310427,0.0,994
1981-05-05,11.738095238095237,1,1,0,1,"gold,oil,silver",1,1,121.04036721906672,1.9205122972325543,25.7839,,4.796124103340888,0.0,0.6525919719244598,0.0,3.2497502661314304,0.0,,,995
1981-05-06,11.742063492063492,1,1,1,1,"gas,gold,oil,silver",1,1,121.75209053356603,1.928846124272464,24.8103,2.9597089475752143,4.801986932522192,0.0,0.6569219610541406,0.0,3.2112588895290313,0.0,1.085090934979516,0.0,996
1981-05-07,11.746031746031745,1,1,0,0,"gold,silver",1,1,120.14214158954351,1.8796503274742924,,,4.788675555045921,0.0,0.6310857635181396,0.0,,,,,997
1981-05-08,11.75,1,1,0,1,"gold,oil,silver",1,1,120.1015878786067,1.8585946451290365,23.8992,,4.788337950302506,0.0,0.6198206350054742,0.0,3.173844985573891,0.0,,,998
1981-05-14,11.765873015873016,1,1,0,0,"gold,silver",1,1,124.48765048618192,1.957383299595164,,,4.82420651810275,0.0,0.671608530040603,0.0,,,,,999
1981-05-18,11.773809523809524,1,1,1,1,"gas,gold,oil,silver",1,1,125.69429296356034,1.958982358842628,26.7638,3.00894287651024,4.833852712525405,0.0,0.6724251337368787,0.0,3.287050228168094,0.0,1.1015888132570844,0.0,1000
1981-05-19,11.777777777777779,1,1,1,1,"gas,gold,oil,silver",1,1,126.50060381824332,1.978551940203,27.7722,3.0271295729388425,4.840247081422929,0.0,0.6823652338126301,0.0,3.324035520363008,0.0,1.1076148348515042,0.0,1001
1981-05-21,11.785714285714286,1,1,1,1,"gas,gold,oil,silver",1,1,126.1655993543701,1.9856649819256504,29.2985,2.78027929990087,4.83759532463097,0.0,0.6859538615270067,0.0,3.3775363201732875,0.0,1.0225513902462564,0.0,1002
1981-05-25,11.793650793650794,1,1,0,0,"gold,silver",1,1,129.14060480909745,2.008869420042741,,,4.860901770547254,0.0,0.6975720862304441,0.0,,,,,1003
1981-05-26,11.797619047619047,1,1,1,1,"gas,gold,oil,silver",1,1,130.11463119101717,2.0360181905376886,29.5527,2.815418815874487,4.868415840309842,0.0,0.7109960330971309,0.0,3.3861751102364477,0.0,1.0351110305869826,0.0,1004
1981-05-27,11.801587301587302,1,1,0,1,"gold,oil,silver",1,1,131.80109839859725,2.0836460281811724,29.1092,,4.881293955862188,0.0,0.7341192573442568,0.0,3.3710542754149353,0.0,,,1005
1981-06-04,11.825396825396826,1,1,1,1,"gas,gold,oil,silver",1,1,140.71469968636836,2.255582224341287,30.3611,2.7068771695427105,4.94673443404603,0.0,0.8134081322412093,0.0,3.4131621837551283,0.0,0.9957956344799301,0.0,1006
1981-06-11,11.845238095238095,1,0,1,0,"gas,gold",1,1,136.64866083579716,,,2.745317413669086,4.9174131123684806,0.0,,,,,1.0098967016713996,0.0,1007
1981-06-17,11.86111111111111,1,1,1,1,"gas,gold,oil,silver",1,1,136.75208025211396,2.292172109796829,29.7249,2.8408636547815544,4.91816965326766,0.0,0.829499887567658,0.0,3.391985078399614,0.0,1.0441081097392495,0.0,1008
1981-06-18,11.865079365079366,1,1,0,1,"gold,oil,silver",1,1,138.03929667570964,2.3156494925585447,30.0562,,4.927538403140828,0.0,0.8396902065296898,0.0,3.403068962494937,0.0,,,1009
1981-06-29,11.892857142857142,1,1,1,1,"gas,gold,oil,silver",1,1,140.0788885589303,2.337235177292564,34.0658,2.6272484694312825,4.942205753615239,0.0,0.8489686826256818,0.0,3.5282939484647726,0.0,0.9659370891889515,0.0,1010
1981-06-30,11.896825396825397,1,1,1,1,"gas,gold,oil,silver",1,1,141.58842818357252,2.395342874920229,33.582,2.723782949912613,4.95292445605278,0.0,0.8735263834220032,0.0,3.5139902091372774,0.0,1.0020217044637738,0.0,1011
1981-07-02,11.904761904761905,1,1,1,1,"gas,gold,oil,silver",1,1,142.25264413059662,2.423304075951885,33.0969,2.652050112772417,4.957604660746493,0.0,0.8851319296071403,0.0,3.4994396224079347,0.0,0.975332968363945,0.0,1012
1981-07-03,11.908730158730158,1,1,1,1,"gas,gold,oil,silver",1,1,144.61079304524878,2.4213184864625785,34.2222,2.783425854573965,4.974045947639385,0.0,0.8843122209198666,0.0,3.5328745562864947,0.0,1.023682490806478,0.0,1013
1981-07-08,11.920634920634921,1,1,1,1,"gas,gold,oil,silver",1,1,146.9338355765796,2.484933542135484,34.2614,2.896774440747958,4.989982387335667,0.0,0.9102459155835243,0.0,3.5340193560423834,0.0,1.0635978561591588,0.0,1014
1981-07-10,11.928571428571429,0,0,0,1,oil,1,1,,,34.6789,,,,,,3.5461314328395157,0.0,,,1015
1981-07-13,11.932539682539682,1,1,1,1,"gas,gold,oil,silver",1,1,147.1374563115896,2.3942549032879854,35.3268,3.004202993097349,4.991367226816218,0.0,0.8730720773606857,0.0,3.564641882686421,0.0,1.100012305885611,0.0,1016
1981-07-14,11.936507936507937,1,1,0,0,"gold,silver",1,1,149.92705479429247,2.4664507425469018,,,5.010148874442011,0.0,0.9027801709051345,0.0,,,,,1017
1981-07-15,11.94047619047619,1,1,0,0,"gold,silver",1,1,148.86965049658542,2.429446396549939,,,5.003071094177373,0.0,0.8876634110476398,0.0,,,,,1018
1981-07-16,11.944444444444445,1,1,0,1,"gold,oil,silver",1,1,147.39640030885687,2.404941874740863,34.6314,,4.993125558214542,0.0,0.8775257347587437,0.0,3.5447607849722744,0.0,,,1019
1981-07-23,11.964285714285714,1,1,1,1,"gas,gold,oil,silver",1,1,151.85528376750085,2.532714039494796,34.1505,2.6463573394195565,5.022927986852812,0.0,0.9292914706452657,0.0,3.5307772271980498,0.0,0.9731841054858776,0.0,1020
1981-07-29,11.98015873015873,1,1,1,0,"gas,gold,silver",1,1,151.66505467463313,2.52107555274413,,2.506045628263239,5.021674501707455,0.0,0.9246856171117801,0.0,,,0.9187060639151589,0.0,1021
1981-08-03,11.992063492063492,1,1,1,1,"gas,gold,oil,silver",1,1,149.93617580460338,2.5343662059780825,33.0397,2.3608682010184143,5.010209708911749,0.0,0.9299435884179466,0.0,3.497709868708407,0.0,0.859029433173069,0.0,1022
1981-08-04,11.996031746031745,1,1,1,0,"gas,gold,silver",1,1,151.0543351824085,2.57556948734466,,2.3403518064309807,5.0176396077346945,0.0,0.9460706697972507,0.0,,,0.8503012626976133,0.0,1023
1981-08-10,12.011904761904763,1,1,1,0,"gas,gold,silver",1,1,148.34982696627443,2.4654012231669893,,2.404997749183659,4.999573180347707,0.0,0.9023545622684392,0.0,,,0.877548967666916,0.0,1024
1981-08-12,12.01984126984127,1,1,1,1,"gas,gold,oil,silver",1,1,149.75875733001496,2.4716921661527254,29.5853,2.3007342460569205,5.0090257149519,0.0,0.9049030035857873,0.0,3.3872776163510325,0.0,0.8332283094057347,0.0,1025
1981-08-21,12.047619047619047,1,1,1,0,"gas,gold,silver",1,1,149.03412366211742,2.4749558545234933,,1.990765403945004,5.004175297591431,0.0,0.9062225593054161,0.0,,,0.6885191898851212,0.0,1026
1981-08-26,12.05952380952381,1,1,1,1,"gas,gold,oil,silver",1,1,148.28619718111148,2.380816857826604,27.0599,1.913071088873832,4.999144171185238,0.0,0.8674436463719083,0.0,3.298052927244313,0.0,0.6487098507053716,0.0,1027
1981-08-27,12.063492063492063,1,1,1,1,"gas,gold,oil,silver",1,1,151.03525647955686,2.482331066423255,27.8201,1.9289514171497844,5.017513296180748,0.0,0.9091980648425474,0.0,3.3257587810251414,0.0,0.6569765480956926,0.0,1028
1981-08-28,12.067460317460318,1,1,1,1,"gas,gold,oil,silver",1,1,150.76946977423512,2.5107714455514185,26.858,1.980874516020681,5.0157519799990435,0.0,0.9205900547469842,0.0,3.2905637281589835,0.0,0.6835384219547783,0.0,1029
1981-09-01,12.075396825396826,1,1,1,1,"gas,gold,oil,silver",1,1,157.14347084619976,2.614618008363758,26.8935,2.202878371268157,5.05715921510843,0.0,0.9611180097390368,0.0,3.2918846217214544,0.0,0.7897648557958947,0.0,1030
1981-09-03,12.083333333333334,1,1,1,1,"gas,gold,oil,silver",1,1,157.1007532310033,2.55116608981933,26.5665,2.3851212852171666,5.056887339845901,0.0,0.9365505447702973,0.0,3.2796510235826597,0.0,0.8692499763878483,0.0,1031
1981-09-04,12.087301587301587,1,1,1,1,"gas,gold,oil,silver",1,1,157.21157578795015,2.583283289038636,27.1132,2.374525422704796,5.0575925146119385,0.0,0.9490611825244625,0.0,3.3000206941691745,0.0,0.8647975955004916,0.0,1032
1981-09-10,12.103174603174603,1,1,1,0,"gas,gold,silver",1,1,162.3955145123169,2.6734609624274155,,2.217786591606861,5.09003480734809,0.0,0.9833738736271115,0.0,,,0.7965096677106319,0.0,1033
1981-09-15,12.115079365079366,1,1,0,1,"gold,oil,silver",1,1,162.4001127901976,2.6555935909117414,27.2854,,5.0900631222482575,0.0,0.9766682044361491,0.0,3.3063517606003727,0.0,,,1034
1981-09-17,12.123015873015873,1,1,1,0,"gas,gold,silver",1,1,159.63328359841438,2.57002774376242,,2.157107133065995,5.072879207123177,0.0,0.9439166940871561,0.0,,,0.7687680337980999,0.0,1035
1981-09-21,12.130952380952381,1,1,1,1,"gas,gold,oil,silver",1,1,159.084731886078,2.560843570813508,27.2479,1.5720320177853184,5.069436965220705,0.0,0.9403367240607562,0.0,3.30497645391947,0.0,0.4523690613475116,0.0,1036
1981-09-25,12.146825396825397,0,1,0,1,"oil,silver",1,1,,2.333005665259352,27.8656,,,,0.8471574213515405,0.0,3.327392953177982,0.0,,,1037
1981-09-28,12.15079365079365,1,1,0,1,"gold,oil,silver",1,1,157.2396653208912,2.3328733583953207,27.9954,,5.057771172091023,0.0,0.8471007088378228,0.0,3.332040210964542,0.0,,,1038
1981-10-01,12.162698412698413,1,1,1,1,"gas,gold,oil,silver",1,1,157.4793592596597,2.353917232423752,27.4751,1.746205665365067,5.059294397357961,0.0,0.8560808478222172,0.0,3.313280139955491,0.0,0.5574452427857493,0.0,1039
1981-10-09,12.186507936507937,1,1,1,1,"gas,gold,oil,silver",1,1,161.37786069157505,2.368053216621143,31.0934,1.5642020412485875,5.083748575990786,0.0,0.8620681900045198,0.0,3.436995578014107,0.0,0.44737581616380107,0.0,1040
1981-10-12,12.19047619047619,1,1,1,1,"gas,gold,oil,silver",1,1,161.12521955485332,2.351080949398591,30.6518,1.6110043272197003,5.082181823895216,0.0,0.8548752008658874,0.0,3.4226913882271552,0.0,0.4768577902369781,0.0,1041
1981-10-21,12.218253968253968,1,1,1,1,"gas,gold,oil,silver",1,1,160.6711017883796,2.2425964429067857,29.6073,1.677265239291604,5.079359429493483,0.0,0.8076343208964067,0.0,3.3880209525455234,0.0,0.5171646332992108,0.0,1042
1981-10-28,12.238095238095237,1,1,0,1,"gold,oil,silver",1,1,158.33939675422351,2.107456250707812,30.2233,,5.064740809923118,0.0,0.7454816518209021,0.0,3.4086131500886183,0.0,,,1043
1981-11-04,12.257936507936508,1,1,1,1,"gas,gold,oil,silver",1,1,156.30628831349583,2.091065475565642,29.5773,1.7239084121136503,5.051817468950159,0.0,0.7376737329957762,0.0,3.387007175226107,0.0,0.544594045606206,0.0,1044
1981-11-05,12.261904761904763,1,1,1,1,"gas,gold,oil,silver",1,1,153.92983950806564,2.016123995454228,29.9498,1.70603937329488,5.036496910992099,0.0,0.7011768539993859,0.0,3.3995226467428346,0.0,0.5341745281084866,0.0,1045
1981-11-12,12.281746031746032,1,1,1,1,"gas,gold,oil,silver",1,1,156.1483091388854,2.0766952185086,30.0209,1.7644864209817768,5.050806255229124,0.0,0.7307777929172828,0.0,3.401893805769249,0.0,0.5678596684287539,0.0,1046
1981-11-18,12.297619047619047,1,1,1,0,"gas,gold,silver",1,1,155.22208256884048,2.0174153186067265,,1.8779119168026688,5.04485688222067,0.0,0.701817146851926,0.0,,,0.6301604770251212,0.0,1047
1981-11-23,12.30952380952381,1,1,0,1,"gold,oil,silver",1,1,158.0959075208128,2.038338350402624,30.7489,,5.063201858496541,0.0,0.7121349418266021,0.0,3.425854221254957,0.0,,,1048
1981-11-27,12.325396825396826,1,1,1,1,"gas,gold,oil,silver",1,1,157.9283219324947,2.085156425752196,30.6741,1.9026039727310904,5.06214127143765,0.0,0.7348438767781605,0.0,3.4234186503132524,0.0,0.6432234598418031,0.0,1049
1981-11-30,12.329365079365079,1,1,1,1,"gas,gold,oil,silver",1,1,156.6370133262551,2.060792514350311,31.1081,1.9221112528476607,5.053931111479986,0.0,0.7230906245214124,0.0,3.437468235434705,0.0,0.6534241927686579,0.0,1050
1981-12-02,12.337301587301587,1,0,1,1,"gas,gold,oil",1,1,154.65049914078034,,30.0574,1.8425018145257608,5.041167726676988,0.0,,,3.4031088869047266,0.0,0.6111243298981076,0.0,1051
1981-12-07,12.34920634920635,1,1,0,0,"gold,silver",1,1,150.0658573733366,1.956889711128871,,,5.011074246897954,0.0,0.6713563307343425,0.0,,,,,1052
1981-12-15,12.373015873015873,1,1,1,1,"gas,gold,oil,silver",1,1,149.06578344896025,1.900540789741821,27.0292,2.215039541748874,5.004387708170613,0.0,0.6421384718539538,0.0,3.2969177631060056,0.0,0.7952702551431182,0.0,1053
1981-12-16,12.376984126984127,1,1,0,0,"gold,silver",1,1,149.5013549927659,1.86473984707554,,,5.00730545628643,0.0,0.6231215511811422,0.0,,,,,1054
1981-12-17,12.380952380952381,1,1,1,1,"gas,gold,oil,silver",1,1,150.4256779734306,1.8813796515215773,27.6679,2.191611457912626,5.013469128149146,0.0,0.632005364892663,0.0,3.3202728964481576,0.0,0.7846370987724113,0.0,1055
1981-12-23,12.396825396825397,1,1,1,1,"gas,gold,oil,silver",1,1,145.33369217908876,1.8476916724125605,29.4136,2.146710342037157,4.979032423800047,0.0,0.613937115366898,0.0,3.3814571524191765,0.0,0.7639365969106653,0.0,1056
1981-12-30,12.416666666666666,1,1,1,0,"gas,gold,silver",1,1,144.42786735754936,1.835540297718152,,2.159359767748969,4.97278019507973,0.0,0.6073388783409126,0.0,,,0.7698117739398576,0.0,1057
1982-01-07,12.44047619047619,1,1,1,1,"gas,gold,oil,silver",1,1,143.23413244351724,1.7796189368290367,30.7711,2.0541284116531044,4.964480581176987,0.0,0.5763992609523815,0.0,3.4265759378012386,0.0,0.7198516273969516,0.0,1058
1982-01-11,12.448412698412698,1,1,0,1,"gold,oil,silver",1,1,147.90976669590438,1.8793398409595048,30.8243,,4.996602403343818,0.0,0.6309205667490174,0.0,3.4283033399523313,0.0,,,1059
1982-01-13,12.456349206349206,1,1,1,1,"gas,gold,oil,silver",1,1,149.4135449714292,1.880495510979136,31.8176,2.153273346536833,5.00671793104849,0.0,0.6315353117832276,0.0,3.4600195958036175,0.0,0.7669891710929357,0.0,1060
1982-01-15,12.464285714285714,1,1,1,1,"gas,gold,oil,silver",1,1,149.07182725095757,1.8539032755322509,31.8279,2.148529725796484,5.0044282518778225,0.0,0.6172932950881466,0.0,3.4603432636227067,0.0,0.7647837597418021,0.0,1061
1982-01-20,12.476190476190476,0,1,1,0,"gas,silver",1,1,,1.827456902055831,,2.3884538293787223,,,0.6029253293573278,0.0,,,0.8706462232774247,0.0,1062
1982-01-28,12.5,1,1,1,1,"gas,gold,oil,silver",1,1,147.0348345897839,1.7874780877310348,31.3169,2.418286037439925,4.990669528704311,0.0,0.5808057368988797,0.0,3.4441578879352948,0.0,0.8830590402500252,0.0,1063
1982-01-29,12.503968253968255,1,1,0,1,"gold,oil,silver",1,1,148.23871302346242,1.806714709518089,31.8402,,4.998823900230449,0.0,0.5915101184140668,0.0,3.4607296423634897,0.0,,,1064
1982-02-02,12.511904761904763,1,1,1,1,"gas,gold,oil,silver",1,1,146.42191416017047,1.7439419345104237,30.3165,2.1793349483867974,4.986492277211657,0.0,0.5561480305004195,0.0,3.411692118754797,0.0,0.7790197607104765,0.0,1065
