obs_id,date,t_years,gold,silver,gas,oil,commodity_topics,price_gold,log_price_gold,dev_gold,sigma_gold,price_silver,log_price_silver,dev_silver,sigma_silver,var_spike,label,IN
892,1993-08-23,24.47222222222222,1,1,1,1,"gas,gold,oil,silver",173.3931519083747,5.1555615705352835,0.0,0.01,1.9236646235531176,0.6542320249668188,0.0,0.018,0.0,0,0
893,1993-08-26,24.484126984126984,1,1,1,0,"gas,gold,silver",170.35663325987278,5.13789408235605,0.0,0.01,1.9040184908522118,0.6439666479040604,0.0,0.018,0.0,0,0
894,1993-08-31,24.496031746031747,1,1,1,1,"gas,gold,oil,silver",171.63355435828046,5.145361706157174,0.0,0.01,1.9621755283536557,0.674053821134196,0.0,0.018,0.0,0,0
895,1993-09-03,24.50793650793651,1,1,1,1,"gas,gold,oil,silver",168.35863597430426,5.1260964420300645,0.0,0.01,1.8454856691915913,0.6127424781863446,0.0,0.018,0.0,0,0
896,1993-09-08,24.51984126984127,0,0,1,0,gas,,,,,,,,,0.0,0,0
897,1993-09-13,24.53174603174603,1,1,1,1,"gas,gold,oil,silver",170.65025882889324,5.13961619207523,0.0,0.01,1.8707273165914717,0.6263272946029195,0.0,0.018,0.0,0,0
898,1993-09-16,24.543650793650794,1,1,1,1,"gas,gold,oil,silver",169.33946077148488,5.131905343914062,0.0,0.01,1.8613738550074692,0.621314846795396,0.0,0.018,0.0,0,0
899,1993-09-20,24.5515873015873,1,1,0,0,"gold,silver",169.19738794510303,5.131066009376265,0.0,0.01,1.847215333154483,0.6136792797786146,0.0,0.018,0.0,0,0
900,1993-09-23,24.563492063492063,1,1,1,0,"gas,gold,silver",171.95890489680752,5.147255523247763,0.0,0.01,1.853172673810298,0.6168991290438595,0.0,0.018,0.0,0,0
901,1993-09-28,24.575396825396826,0,0,1,1,"gas,oil",,,,,,,,,0.0,0,0
902,1993-10-01,24.58730158730159,0,1,1,1,"gas,oil,silver",,,,,1.8655058687100639,0.6235322595921458,0.0,0.018,0.0,0,0
903,1993-10-06,24.599206349206348,1,1,1,1,"gas,gold,oil,silver",176.98632201257956,5.176072452822739,0.0,0.01,1.8150246712181346,0.5960990605820806,0.0,0.018,0.0,0,0
904,1993-10-11,24.61111111111111,1,0,1,1,"gas,gold,oil",176.28900339484915,5.172124713067362,0.0,0.01,,,,,0.0,0,0
905,1993-10-14,24.623015873015873,0,1,1,1,"gas,oil,silver",,,,,1.855126348700605,0.6179528062469117,0.0,0.018,0.0,0,0
906,1993-10-19,24.634920634920636,1,1,1,1,"gas,gold,oil,silver",180.28047401818955,5.194513827163286,0.0,0.01,1.888834140116884,0.6359597816559313,0.0,0.018,0.0,0,0
907,1993-10-21,24.642857142857142,1,0,1,1,"gas,gold,oil",178.77939360178618,5.186152607785659,0.0,0.01,,,,,0.0,0,0
908,1993-10-26,24.654761904761905,0,1,1,1,"gas,oil,silver",,,,,2.0307655415981913,0.7084128360518294,0.0,0.018,0.0,0,0
909,1993-10-29,24.666666666666668,1,1,1,0,"gas,gold,silver",195.45836314403655,5.275347380497422,0.0,0.01,2.119404209023449,0.7511350157071075,0.0,0.018,0.0,0,0
910,1993-11-03,24.678571428571427,1,1,1,1,"gas,gold,oil,silver",193.2797491277716,5.264138616772572,0.0,0.01,2.056893375673384,0.7211967744578203,0.0,0.018,0.0,0,0
911,1993-11-08,24.69047619047619,1,1,1,1,"gas,gold,oil,silver",188.17740077931035,5.237385139065916,0.0,0.01,1.9306919455996456,0.6578784596995704,0.0,0.018,0.0,0,0
912,1993-11-11,24.702380952380953,1,1,1,1,"gas,gold,oil,silver",183.9054111715764,5.214421555710152,0.0,0.01,1.9010105391032002,0.642385607469462,0.0,0.018,0.0,0,0
913,1993-11-16,24.714285714285715,0,0,1,1,"gas,oil",,,,,,,,,0.0,0,0
914,1993-11-18,24.72222222222222,1,1,1,1,"gas,gold,oil,silver",180.60214744442354,5.196296531523618,0.0,0.01,1.915597988688588,0.6500298395215711,0.0,0.018,0.0,0,0
915,1993-11-23,24.734126984126984,0,1,1,1,"gas,oil,silver",,,,,1.993584122491218,0.6899340853393234,0.0,0.018,0.0,0,0
916,1993-11-26,24.746031746031747,1,1,1,1,"gas,gold,oil,silver",185.8420008631342,5.224896854994456,0.0,0.01,2.0731118219366107,0.7290507740811221,0.0,0.018,0.0,0,0
917,1993-12-01,24.75793650793651,0,1,1,1,"gas,oil,silver",,,,,1.9293798402831612,0.6571986250022892,0.0,0.018,0.0,0,0
918,1993-12-06,24.76984126984127,1,0,0,1,"gold,oil",183.56872614925175,5.212589126799703,0.0,0.01,,,,,0.0,0,0
919,1993-12-09,24.78174603174603,0,1,0,0,silver,,,,,2.0939359049561155,0.7390455030764043,0.0,0.018,0.0,0,0
920,1993-12-14,24.793650793650794,1,1,1,1,"gas,gold,oil,silver",194.5571671186982,5.270726038221028,0.0,0.01,2.135403137277388,0.7586554519364974,0.0,0.018,0.0,0,0
921,1993-12-17,24.805555555555557,0,1,1,1,"gas,oil,silver",,,,,2.1625182658393873,0.7712734064191553,0.0,0.018,0.0,0,0
922,1993-12-21,24.813492063492063,0,1,1,1,"gas,oil,silver",,,,,2.21012587371656,0.793049470340538,0.0,0.018,0.0,0,0
923,1993-12-24,24.825396825396826,1,1,1,1,"gas,gold,oil,silver",197.11575216411276,5.2837911306208385,0.0,0.01,2.2323987135290126,0.8030766636593596,0.0,0.018,0.0,0,0
924,1993-12-29,24.83730158730159,1,0,0,1,"gold,oil",199.31080921285655,5.294865461637934,0.0,0.01,,,,,0.0,0,0
925,1994-01-03,24.849206349206348,1,1,1,0,"gas,gold,silver",198.9200033374905,5.292902750624592,0.0,0.01,2.1948049749853467,0.7860931929147792,0.0,0.018,0.0,0,0
926,1994-01-06,24.86111111111111,1,0,1,0,"gas,gold",197.40030633775353,5.285233678861164,0.0,0.01,,,,,0.0,0,0
927,1994-01-11,24.873015873015873,1,0,1,1,"gas,gold,oil",198.43474437690926,5.290460302386039,0.0,0.01,,,,,0.0,0,0
928,1994-01-14,24.884920634920636,1,1,1,1,"gas,gold,oil,silver",197.175342989791,5.284093398802212,0.0,0.01,2.149925325081974,0.7654331090163713,0.0,0.018,0.0,0,0
929,1994-01-19,24.896825396825395,1,1,1,1,"gas,gold,oil,silver",196.74928628423592,5.281930259764813,0.0,0.01,2.216870963286783,0.7960967256415972,0.0,0.018,0.0,0,0
930,1994-01-21,24.904761904761905,1,1,1,1,"gas,gold,oil,silver",197.5458803626321,5.285970862995981,0.0,0.01,2.2072253099006436,0.7917362108272146,0.0,0.018,0.0,0,0
931,1994-01-26,24.916666666666668,1,1,1,1,"gas,gold,oil,silver",197.64457857584154,5.286470359950066,0.0,0.01,2.2014544797882754,0.7891182690924634,0.0,0.018,0.0,0,0
932,1994-01-31,24.928571428571427,1,1,1,0,"gas,gold,silver",203.81392733760325,5.317207456714728,0.0,0.01,2.31177649302304,0.8380162735691479,0.0,0.018,0.0,0,0
933,1994-02-03,24.94047619047619,1,1,0,1,"gold,oil,silver",207.98613253196973,5.337471406959364,0.0,0.01,2.354594666907172,0.8563685966917445,0.0,0.018,0.0,0,0
934,1994-02-08,24.952380952380953,1,1,0,1,"gold,oil,silver",207.2435367829719,5.3338946079222325,0.0,0.01,2.3585274463177157,0.8580374608666304,0.0,0.018,0.0,0,0
935,1994-02-11,24.964285714285715,1,1,1,1,"gas,gold,oil,silver",205.39804710543473,5.324949789686039,0.0,0.01,2.353353526261017,0.8558413433643997,0.0,0.018,0.0,0,0
936,1994-02-16,24.976190476190474,1,1,1,1,"gas,gold,oil,silver",210.29196034030338,5.348496852497639,0.0,0.01,2.4292605339156164,0.8875869040110667,0.0,0.018,0.0,0,0
937,1994-02-21,24.988095238095237,1,1,1,0,"gas,gold,silver",216.27749603603385,5.37656228702878,0.0,0.01,2.565643696314009,0.9422094008677715,0.0,0.018,0.0,0,0
938,1994-02-23,24.996031746031747,1,1,1,1,"gas,gold,oil,silver",213.91025990896046,5.365556580851826,0.0,0.01,2.4980614887364734,0.9155150265871759,0.0,0.018,0.0,0,0
939,1994-02-28,25.00793650793651,1,1,1,1,"gas,gold,oil,silver",222.54302963155757,5.4051204745110555,0.0,0.01,2.6584604328676473,0.9777471705968999,0.0,0.018,0.0,0,0
940,1994-03-03,25.01984126984127,1,1,1,1,"gas,gold,oil,silver",222.65297736099146,5.405614404060927,0.0,0.01,2.6787189013004626,0.9853386583310599,0.0,0.018,0.0,0,0
941,1994-03-08,25.03174603174603,1,1,1,1,"gas,gold,oil,silver",223.34760433578148,5.408729321686345,0.0,0.01,2.7240930643393937,1.002135552292287,0.0,0.018,0.0,0,0
942,1994-03-11,25.043650793650794,1,1,1,1,"gas,gold,oil,silver",228.1024151618716,5.42979471740558,0.0,0.01,2.773168595274907,1.0199905636584925,0.0,0.018,0.0,0,0
943,1994-03-16,25.055555555555557,1,1,1,1,"gas,gold,oil,silver",235.19763439867108,5.460426158145112,0.0,0.01,2.916996165230056,1.070554376256697,0.0,0.018,0.0,0,0
944,1994-03-21,25.067460317460316,0,0,1,0,gas,,,,,,,,,0.0,0,0
945,1994-03-23,25.075396825396826,1,1,1,1,"gas,gold,oil,silver",232.92738889264393,5.450726769343331,0.0,0.01,2.8672673822792722,1.0533594445962933,0.0,0.018,0.0,0,0
946,1994-03-28,25.08730158730159,1,1,1,1,"gas,gold,oil,silver",231.76493628797388,5.445723652371197,0.0,0.01,2.868692290341839,1.053856277967936,0.0,0.018,0.0,0,0
947,1994-03-31,25.099206349206348,1,1,0,0,"gold,silver",239.755305739496,5.479618843818972,0.0,0.01,2.9255628923462504,1.0734869039970445,0.0,0.018,0.0,0,0
948,1994-04-05,25.11111111111111,1,1,1,0,"gas,gold,silver",245.58571240111308,5.5036460203182305,0.0,0.01,3.004479583517447,1.100104369467525,0.0,0.018,0.0,0,0
949,1994-04-08,25.123015873015873,1,1,1,1,"gas,gold,oil,silver",244.6943339344344,5.500009815029068,0.0,0.01,2.8880674633187073,1.0605875806326408,0.0,0.018,0.0,0,0
950,1994-04-13,25.134920634920636,1,1,1,1,"gas,gold,oil,silver",242.78821652448207,5.492189526395134,0.0,0.01,2.9150291970401483,1.0698798358895667,0.0,0.018,0.0,0,0
951,1994-04-18,25.146825396825395,1,1,1,0,"gas,gold,silver",247.4317225793465,5.511134675583791,0.0,0.01,2.9617518903886118,1.085780948119975,0.0,0.018,0.0,0,0
952,1994-04-21,25.158730158730158,1,1,1,1,"gas,gold,oil,silver",249.48142713955824,5.519384472098343,0.0,0.01,3.0714527703085404,1.1221506647523731,0.0,0.018,0.0,0,0
953,1994-04-25,25.166666666666668,1,1,1,1,"gas,gold,oil,silver",250.21118078851012,5.522305284438476,0.0,0.01,3.0799392875950033,1.1249098849713985,0.0,0.018,0.0,0,0
954,1994-04-28,25.178571428571427,1,1,0,1,"gold,oil,silver",250.4074042775508,5.523089208587291,0.0,0.01,3.0879031430944144,1.127492266092386,0.0,0.018,0.0,0,0
955,1994-05-03,25.19047619047619,1,1,1,1,"gas,gold,oil,silver",250.87594117810914,5.524958558691365,0.0,0.01,3.085641483373992,1.1267595720054573,0.0,0.018,0.0,0,0
956,1994-05-06,25.202380952380953,1,1,1,1,"gas,gold,oil,silver",253.0761271198309,5.533690341173726,0.0,0.01,3.2760008252224653,1.1866234178902006,0.0,0.018,0.0,0,0
957,1994-05-11,25.214285714285715,1,1,1,1,"gas,gold,oil,silver",259.90073134724736,5.560299755599805,0.0,0.01,3.48048752487931,1.2471723773303487,0.0,0.018,0.0,0,0
958,1994-05-16,25.226190476190474,1,1,1,1,"gas,gold,oil,silver",261.14405520403113,5.5650721907098655,0.0,0.01,3.458239599756961,1.2407596733966066,0.0,0.018,0.0,0,0
959,1994-05-19,25.238095238095237,1,1,1,1,"gas,gold,oil,silver",262.7223278655052,5.571097686857821,0.0,0.01,3.533755097956223,1.2623610726722978,0.0,0.018,0.0,0,0
960,1994-05-24,25.25,1,1,0,0,"gold,silver",265.57155852157155,5.5818843279887655,0.0,0.01,3.6891427338676923,1.3053941096165587,0.0,0.018,0.0,0,0
961,1994-05-26,25.25793650793651,1,0,1,1,"gas,gold,oil",276.1958672215853,5.621110277871157,0.0,0.01,,,,,0.0,0,0
962,1994-05-31,25.26984126984127,1,1,1,1,"gas,gold,oil,silver",275.89384959884063,5.620016188835733,0.0,0.01,3.7983169438271784,1.334558059099784,0.0,0.018,0.0,0,0
963,1994-06-03,25.28174603174603,1,0,1,1,"gas,gold,oil",281.0328147828302,5.638471441102242,0.0,0.01,,,,,0.0,0,0
964,1994-06-08,25.293650793650794,1,0,1,1,"gas,gold,oil",277.6198935870075,5.6262528888424,0.0,0.01,,,,,0.0,0,0
965,1994-06-13,25.305555555555557,1,1,1,0,"gas,gold,silver",276.3039368117798,5.621501480151353,0.0,0.01,3.817083435349933,1.3394866324054937,0.0,0.018,0.0,0,0
966,1994-06-16,25.317460317460316,1,1,0,1,"gold,oil,silver",278.8138836819548,5.630544475644893,0.0,0.01,3.981412658195588,1.3816366955654364,0.0,0.018,0.0,0,0
967,1994-06-21,25.32936507936508,1,1,1,1,"gas,gold,oil,silver",276.3404357336589,5.621633568429983,0.0,0.01,3.917847729815231,1.365542454503518,0.0,0.018,0.0,0,0
968,1994-06-23,25.33730158730159,1,0,0,0,gold,273.66211670903107,5.611894194735136,0.0,0.01,,,,,0.0,0,0
969,1994-06-28,25.349206349206348,1,1,0,1,"gold,oil,silver",278.61834118606095,5.6298428925817285,0.0,0.01,4.092923533858405,1.4092595151609182,0.0,0.018,0.0,0,0
970,1994-07-01,25.36111111111111,1,1,1,1,"gas,gold,oil,silver",274.00403781666455,5.613142842836658,0.0,0.01,3.903946684890132,1.3619880119233048,0.0,0.018,0.0,0,0
971,1994-07-06,25.373015873015873,1,1,1,1,"gas,gold,oil,silver",281.6271577906094,5.64058406065154,0.0,0.01,4.072133696428167,1.4041671118202697,0.0,0.018,0.0,0,0
972,1994-07-11,25.384920634920636,1,1,0,1,"gold,oil,silver",280.0302258683128,5.634897546872807,0.0,0.01,3.9533009680817655,1.3745509180420972,0.0,0.018,0.0,0,0
973,1994-07-14,25.396825396825395,1,1,0,1,"gold,oil,silver",282.01564107865994,5.6419625342179405,0.0,0.01,4.035719873570881,1.3951846931378122,0.0,0.018,0.0,0,0
974,1994-07-19,25.408730158730158,1,1,1,1,"gas,gold,oil,silver",281.1630536023116,5.638934762976824,0.0,0.01,4.055443260632358,1.40005999370973,0.0,0.018,0.0,0,0
975,1994-07-22,25.42063492063492,1,1,1,1,"gas,gold,oil,silver",287.4527302530556,5.661058430208418,0.0,0.01,4.188144475954145,1.4322577900145381,0.0,0.018,0.0,0,0
976,1994-07-26,25.428571428571427,1,1,1,1,"gas,gold,oil,silver",290.71497421248307,5.672343317117045,0.0,0.01,4.279921402304558,1.453934645477553,0.0,0.018,0.0,0,0
977,1994-07-29,25.44047619047619,1,1,1,1,"gas,gold,oil,silver",289.33905222121746,5.667599191538436,0.0,0.01,4.098224148916223,1.4105537454697812,0.0,0.018,0.0,0,0
978,1994-08-03,25.452380952380953,0,0,1,1,"gas,oil",,,,,,,,,0.0,0,0
979,1994-08-08,25.464285714285715,1,1,1,1,"gas,gold,oil,silver",283.6642625622365,5.6477913647656015,0.0,0.01,3.8055080753717547,1.3364495107495338,0.0,0.018,0.0,0,0
980,1994-08-11,25.476190476190474,1,0,0,1,"gold,oil",283.53642476966985,5.647340597347344,0.0,0.01,,,,,0.0,0,0
981,1994-08-16,25.488095238095237,0,1,1,1,"gas,oil,silver",,,,,3.693201089595381,1.306493585943743,0.0,0.018,0.0,0,0
982,1994-08-19,25.5,1,1,1,1,"gas,gold,oil,silver",286.84321476544466,5.658935776472992,0.0,0.01,3.698495792260194,1.3079261943569387,0.0,0.018,0.0,0,0
983,1994-08-24,25.511904761904763,1,1,1,1,"gas,gold,oil,silver",282.13675268798494,5.642391892003261,0.0,0.01,3.629412633778931,1.2890708263079633,0.0,0.018,0.0,0,0
984,1994-08-26,25.51984126984127,1,1,1,1,"gas,gold,oil,silver",279.54857866144806,5.633176083079289,0.0,0.01,3.5423142068604565,1.264780244308358,0.0,0.018,0.0,0,0
985,1994-08-31,25.53174603174603,1,0,0,0,gold,277.4800539801335,5.625749053054106,0.0,0.01,,,,,0.0,0,0
986,1994-09-05,25.543650793650794,1,1,1,1,"gas,gold,oil,silver",279.784928065287,5.634021193965955,0.0,0.01,3.5175952412430247,1.2577775860415608,0.0,0.018,0.0,0,0
987,1994-09-08,25.555555555555557,0,0,1,1,"gas,oil",,,,,,,,,0.0,0,0
988,1994-09-13,25.567460317460316,1,1,1,1,"gas,gold,oil,silver",278.1026048213357,5.627990127687732,0.0,0.01,3.4734506081467282,1.245148511428777,0.0,0.018,0.0,0,0
989,1994-09-16,25.57936507936508,1,1,1,1,"gas,gold,oil,silver",278.5488098108379,5.629593303655104,0.0,0.01,3.553181508056706,1.2678434015929616,0.0,0.018,0.0,0,0
990,1994-09-21,25.591269841269842,1,1,0,1,"gold,oil,silver",278.9988928603783,5.6312078135711205,0.0,0.01,3.5504554272402506,1.2670758846223986,0.0,0.018,0.0,0,0
991,1994-09-26,25.603174603174605,1,1,1,0,"gas,gold,silver",275.34435761944025,5.618022523831347,0.0,0.01,3.551696095383901,1.2674252627375566,0.0,0.018,0.0,0,0
992,1994-09-28,25.61111111111111,1,1,1,1,"gas,gold,oil,silver",274.6081850393716,5.615345300025013,0.0,0.01,3.505587827622721,1.2543582175865833,0.0,0.018,0.0,0,0
993,1994-10-03,25.623015873015873,1,1,1,1,"gas,gold,oil,silver",269.08518035587326,5.595027985075078,0.0,0.01,3.431725004857347,1.2330630516255758,0.0,0.018,0.0,0,0
994,1994-10-06,25.634920634920636,1,1,1,1,"gas,gold,oil,silver",258.72446162723827,5.5557636406833435,0.0,0.01,3.2614577981501767,1.1821742727713036,0.0,0.018,0.0,0,0
995,1994-10-11,25.646825396825395,1,1,1,1,"gas,gold,oil,silver",253.6425386726203,5.535925947741765,0.0,0.01,3.0970092668405003,1.1304368931856528,0.0,0.018,0.0,0,0
996,1994-10-14,25.658730158730158,1,1,1,1,"gas,gold,oil,silver",256.6224105837732,5.547605785015509,0.0,0.01,3.168471497679331,1.1532492942160673,0.0,0.018,0.0,0,0
997,1994-10-19,25.67063492063492,0,0,1,1,"gas,oil",,,,,,,,,0.0,0,0
998,1994-10-24,25.682539682539684,1,1,1,1,"gas,gold,oil,silver",258.3600443157086,5.55435413269123,0.0,0.01,3.16192475259392,1.15118094109549,0.0,0.018,0.0,0,0
999,1994-10-26,25.69047619047619,1,1,1,1,"gas,gold,oil,silver",263.66822780382114,5.5746915999561795,0.0,0.01,3.216903299181654,1.1684191884894801,0.0,0.018,0.0,0,0
1000,1994-10-31,25.702380952380953,1,1,0,1,"gold,oil,silver",258.5302306038677,5.555012633354007,0.0,0.01,3.089214463492181,1.127916839655974,0.0,0.018,0.0,0,0
1001,1994-11-03,25.714285714285715,0,0,1,0,gas,,,,,,,,,0.0,0,0
1002,1994-11-08,25.726190476190474,1,1,0,0,"gold,silver",260.19724347074805,5.561439972135848,0.0,0.01,3.0347419989924638,1.1101264123288237,0.0,0.018,0.0,0,0
1003,1994-11-11,25.738095238095237,0,1,0,1,"oil,silver",,,,,2.960558071042438,1.0853777880793427,0.0,0.018,0.0,0,0
1004,1994-11-16,25.75,0,1,1,1,"gas,oil,silver",,,,,2.8833998734583846,1.0589701095094146,0.0,0.018,0.0,0,0
1005,1994-11-21,25.761904761904763,1,1,1,1,"gas,gold,oil,silver",260.6592227147747,5.563213894109233,0.0,0.01,2.96969314657512,1.0884586298254972,0.0,0.018,0.0,0,0
1006,1994-11-24,25.773809523809526,1,1,1,0,"gas,gold,silver",260.5009271498399,5.562606420303556,0.0,0.01,2.9207391957276907,1.0718367334651446,0.0,0.018,0.0,0,0
1007,1994-11-28,25.78174603174603,1,1,1,0,"gas,gold,silver",264.240903370569,5.5768611998269515,0.0,0.01,3.0194276585824906,1.1050672964004922,0.0,0.018,0.0,0,0
1008,1994-12-01,25.793650793650794,0,0,1,1,"gas,oil",,,,,,,,,0.0,0,0
1009,1994-12-06,25.805555555555557,1,1,1,1,"gas,gold,oil,silver",261.89053063145724,5.5679265944318175,0.0,0.01,3.074351457876953,1.1230939710067647,0.0,0.018,0.0,0,0
1010,1994-12-09,25.817460317460316,1,1,0,1,"gold,oil,silver",262.5360334975878,5.570388343077951,0.0,0.01,3.114495312103048,1.136067120526486,0.0,0.018,0.0,0,0
1011,1994-12-14,25.82936507936508,1,1,1,1,"gas,gold,oil,silver",260.33147593897735,5.5619557264687005,0.0,0.01,3.0765325489681654,1.1238031670118274,0.0,0.018,0.0,0,0
1012,1994-12-19,25.841269841269842,1,1,1,1,"gas,gold,oil,silver",260.203343447784,5.56146341552615,0.0,0.01,3.046660106958704,1.1140459437186192,0.0,0.018,0.0,0,0
1013,1994-12-22,25.853174603174605,0,1,1,1,"gas,oil,silver",,,,,3.1139909161885733,1.1359051563197462,0.0,0.018,0.0,0,0
1014,1994-12-27,25.865079365079364,1,1,1,1,"gas,gold,oil,silver",259.7998123366978,5.5599113818986625,0.0,0.01,3.0484251055426856,1.114625098421722,0.0,0.018,0.0,0,0
1015,1994-12-29,25.873015873015873,1,1,1,1,"gas,gold,oil,silver",256.850804762624,5.548495390109163,0.0,0.01,2.99068338003998,1.0955019164851527,0.0,0.018,0.0,0,0
1016,1995-01-03,25.884920634920636,1,1,1,1,"gas,gold,oil,silver",258.919082340622,5.5565155894899,0.0,0.01,3.0873567118585044,1.127315291762505,0.0,0.018,0.0,0,0
1017,1995-01-06,25.896825396825395,1,1,1,1,"gas,gold,oil,silver",265.35921653308156,5.581084442166401,0.0,0.01,3.1676454356603525,1.1529885471268486,0.0,0.018,0.0,0,0
1018,1995-01-11,25.908730158730158,1,0,1,0,"gas,gold",269.74623330117186,5.5974816403750305,0.0,0.01,,,,,0.0,0,0
1019,1995-01-16,25.92063492063492,1,1,1,1,"gas,gold,oil,silver",267.1314790282056,5.587740968013232,0.0,0.01,3.1586976584550803,1.1501598092482186,0.0,0.018,0.0,0,0
1020,1995-01-19,25.932539682539684,1,1,1,1,"gas,gold,oil,silver",261.78587917427535,5.567526914566101,0.0,0.01,3.0473189605302604,1.1142621747121382,0.0,0.018,0.0,0,0
1021,1995-01-24,25.944444444444443,1,1,0,1,"gold,oil,silver",260.0489384211211,5.560869838000102,0.0,0.01,3.00727373275122,1.1010339317060187,0.0,0.018,0.0,0,0
1022,1995-01-26,25.952380952380953,1,1,1,1,"gas,gold,oil,silver",257.02432446241676,5.5491707281300915,0.0,0.01,2.88282436985032,1.058770497567287,0.0,0.018,0.0,0,0
1023,1995-01-31,25.964285714285715,1,1,1,1,"gas,gold,oil,silver",259.1061030749551,5.557237642192061,0.0,0.01,2.9275324285394517,1.074159893640835,0.0,0.018,0.0,0,0
1024,1995-02-03,25.976190476190474,0,1,1,1,"gas,oil,silver",,,,,2.867832881093551,1.0535566508490672,0.0,0.018,0.0,0,0
1025,1995-02-08,25.988095238095237,1,1,1,1,"gas,gold,oil,silver",257.9641400603592,5.552820583247221,0.0,0.01,2.9656263827095604,1.087088269061631,0.0,0.018,0.0,0,0
1026,1995-02-13,26.0,1,0,1,1,"gas,gold,oil",260.5989520911347,5.562982643543499,0.0,0.01,,,,,0.0,0,0
1027,1995-02-16,26.011904761904763,1,1,1,1,"gas,gold,oil,silver",258.7762055306992,5.555963616864698,0.0,0.01,2.9446501506710283,1.0799900157077342,0.0,0.018,0.0,0,0
1028,1995-02-21,26.023809523809526,1,0,1,1,"gas,gold,oil",249.90891346081023,5.5210965053153,0.0,0.01,,,,,0.0,0,0
1029,1995-02-24,26.035714285714285,1,1,1,1,"gas,gold,oil,silver",247.68657056487257,5.512164118492935,0.0,0.01,2.790202073777159,1.02611402108762,0.0,0.018,0.0,0,0
1030,1995-02-28,26.043650793650794,1,1,1,0,"gas,gold,silver",239.78308966624664,5.479734721617488,0.0,0.01,2.7169469642921924,0.9995088103023477,0.0,0.018,0.0,0,0
1031,1995-03-03,26.055555555555557,1,1,1,1,"gas,gold,oil,silver",231.2366022720226,5.443441438593189,0.0,0.01,2.665811308566147,0.9805084422697679,0.0,0.018,0.0,0,0
1032,1995-03-08,26.067460317460316,1,1,1,1,"gas,gold,oil,silver",230.10747193845464,5.438546469084522,0.0,0.01,2.55666227612777,0.938702609419269,0.0,0.018,0.0,0,0
1033,1995-03-13,26.07936507936508,1,1,1,1,"gas,gold,oil,silver",232.5934858851789,5.449292234039685,0.0,0.01,2.603468563337538,0.9568446187783897,0.0,0.018,0.0,0,0
1034,1995-03-16,26.091269841269842,1,0,1,1,"gas,gold,oil",235.0877458643403,5.459958831109476,0.0,0.01,,,,,0.0,0,0
1035,1995-03-21,26.103174603174605,1,1,1,0,"gas,gold,silver",234.55867458058134,5.457705768019725,0.0,0.01,2.5166846422173212,0.9229424171702245,0.0,0.018,0.0,0,0
1036,1995-03-24,26.115079365079364,0,1,0,1,"oil,silver",,,,,2.4802863336951857,0.9083740106473843,0.0,0.018,0.0,0,0
1037,1995-03-29,26.126984126984127,0,1,1,1,"gas,oil,silver",,,,,2.4762272177807767,0.9067361186978522,0.0,0.018,0.0,0,0
1038,1995-03-31,26.134920634920636,1,1,1,1,"gas,gold,oil,silver",237.88987309087807,5.471807848478862,0.0,0.01,2.4734960249674782,0.9056325446366205,0.0,0.018,0.0,0,0
1039,1995-04-05,26.146825396825395,1,1,1,0,"gas,gold,silver",244.24343542979463,5.498165414122798,0.0,0.01,2.5742656948346965,0.9455643263933566,0.0,0.018,0.0,0,0
1040,1995-04-10,26.158730158730158,1,1,1,0,"gas,gold,silver",249.5524536903717,5.519669128327195,0.0,0.01,2.6861203868762953,0.9880979172293027,0.0,0.018,0.0,0,0
1041,1995-04-13,26.17063492063492,1,1,1,1,"gas,gold,oil,silver",248.76014128374516,5.51648914418755,0.0,0.01,2.6820472386056657,0.9865803979055938,0.0,0.018,0.0,0,0
1042,1995-04-18,26.182539682539684,1,1,1,1,"gas,gold,oil,silver",244.88050980846003,5.500770376505539,0.0,0.01,2.6375677240104443,0.9698571758224588,0.0,0.018,0.0,0,0
1043,1995-04-21,26.194444444444443,0,1,1,1,"gas,oil,silver",,,,,2.7100641706173634,0.9969723138058608,0.0,0.018,0.0,0,0
1044,1995-04-26,26.206349206349206,1,1,1,1,"gas,gold,oil,silver",260.8390081480159,5.563903389987546,0.0,0.01,2.8706096686019635,1.054524435296187,0.0,0.018,0.0,0,0
1045,1995-05-01,26.21825396825397,1,1,1,1,"gas,gold,oil,silver",254.00881717579148,5.537368979706562,0.0,0.01,2.7793854769597948,1.022229851813761,0.0,0.018,0.0,0,0
1046,1995-05-03,26.226190476190474,1,1,1,1,"gas,gold,oil,silver",257.31756259729724,5.550310974234986,0.0,0.01,2.786366599394114,1.024738452987371,0.0,0.018,0.0,0,0
1047,1995-05-08,26.238095238095237,1,1,0,1,"gold,oil,silver",254.99130392460617,5.541229442320485,0.0,0.01,2.7500790817686727,1.0116296682717951,0.0,0.018,0.0,0,0
1048,1995-05-11,26.25,1,1,1,1,"gas,gold,oil,silver",257.45403763275914,5.550841209541667,0.0,0.01,2.7690122246768674,1.018490659013629,0.0,0.018,0.0,0,0
1049,1995-05-16,26.261904761904763,1,1,1,1,"gas,gold,oil,silver",255.51540296859227,5.543282693418015,0.0,0.01,2.7098421168247704,0.996890373720206,0.0,0.018,0.0,0,0
1050,1995-05-19,26.273809523809526,1,0,1,0,"gas,gold",262.72354642683064,5.571102325057054,0.0,0.01,,,,,0.0,0,0
